emp_no,first_name,last_name,title,salary,to_date
62107,Sakthirel,Walstra,Senior Staff,73469,9999-01-01
62112,Pragnesh,Servieres,Senior Engineer,44714,9999-01-01
62129,Hongzue,Schmittgen,Senior Engineer,58096,9999-01-01
62137,Rosalyn,Baalen,Senior Staff,46741,9999-01-01
62138,Dipayan,Rohrbach,Senior Staff,41950,9999-01-01
62155,Akemi,Basawa,Assistant Engineer,40170,9999-01-01
62174,Teunis,Denna,Senior Staff,76864,9999-01-01
62205,Vitaly,Brlek,Senior Staff,40000,9999-01-01
62208,Sachio,Grandbois,Senior Engineer,52223,9999-01-01
62236,Aiman,Georg,Senior Engineer,40000,9999-01-01
62243,Juichirou,Fargier,Senior Engineer,48127,9999-01-01
62252,Mohd,Waymire,Senior Engineer,45478,9999-01-01
62285,Chinho,Plessier,Engineer,49730,9999-01-01
62294,Jeanne,Bratsberg,Senior Staff,67370,9999-01-01
62298,Quingbo,Yetto,Senior Staff,49961,9999-01-01
62304,Kersti,Rusmann,Senior Engineer,67297,9999-01-01
62321,Kristine,Kroha,Senior Staff,40000,9999-01-01
62325,Nitsan,Cummings,Senior Engineer,42545,9999-01-01
62336,Kazunori,Vieth,Senior Engineer,43678,9999-01-01
62350,Xiaocheng,Erde,Senior Staff,50450,9999-01-01
62351,Yuchang,Osgood,Senior Staff,83670,9999-01-01
62357,Huei,Legleitner,Senior Engineer,64886,9999-01-01
62374,Ortrud,Oppitz,Senior Engineer,40000,9999-01-01
62381,Fay,Pfau,Engineer,40000,9999-01-01
62382,Padma,Edelhoff,Senior Engineer,50718,9999-01-01
62383,Khatoun,Rodier,Technique Leader,56311,9999-01-01
62387,Toney,Frolund,Engineer,42951,9999-01-01
62407,Stella,Oxenboll,Senior Engineer,58092,9999-01-01
62412,Khosrow,Hennebert,Senior Engineer,54522,9999-01-01
62427,Bedrich,Kamber,Senior Engineer,40000,9999-01-01
62428,Guadalupe,Lortz,Senior Engineer,60825,9999-01-01
62433,IEEE,McFarlin,Engineer,46720,9999-01-01
62437,Manohar,Takkinen,Senior Engineer,49714,9999-01-01
62443,Conrado,Pluym,Senior Engineer,57970,9999-01-01
62449,Jixiang,Angelov,Senior Staff,70643,9999-01-01
62459,Francoise,Shobatake,Senior Engineer,61041,9999-01-01
62472,Renee,Buescher,Staff,58284,9999-01-01
62476,Yahiko,Cooke,Senior Staff,85320,9999-01-01
62478,Kousuke,Markovitch,Senior Engineer,40000,9999-01-01
62481,Gererd,Norsworthy,Senior Engineer,66594,9999-01-01
62496,Kien,Hempstead,Senior Engineer,48989,9999-01-01
62497,Yifei,Sinitsyn,Senior Engineer,49067,9999-01-01
62507,Otmar,Mullainathan,Senior Engineer,51782,9999-01-01
62513,Gil,Bojadziev,Senior Engineer,40000,9999-01-01
62529,Piyush,Miyakawa,Senior Engineer,40000,9999-01-01
62545,Chiranjit,Pleszkun,Engineer,40000,9999-01-01
62566,Giap,Lipner,Senior Staff,40000,9999-01-01
62591,Limsoon,Baja,Staff,40000,9999-01-01
62629,Shigeaki,Ratnaker,Senior Staff,78609,9999-01-01
62632,Piyawadee,Chiola,Engineer,48394,9999-01-01
62637,Danae,Assaf,Senior Staff,70296,9999-01-01
62638,Kayoko,Erde,Senior Engineer,47763,9999-01-01
62640,Toshimi,Smailagic,Senior Staff,40000,9999-01-01
62642,Oddvar,Kushner,Senior Engineer,40000,9999-01-01
62650,Marjo,Asmuth,Senior Staff,69599,9999-01-01
62679,Yechezkel,Vidal,Senior Engineer,40000,9999-01-01
62695,Guangming,Jenevein,Senior Staff,96321,9999-01-01
62696,Paloma,Callaway,Senior Staff,84196,9999-01-01
62714,Limsoon,Silva,Senior Engineer,40000,9999-01-01
62723,Mitchel,Penttonen,Engineer,49106,9999-01-01
62733,Kshitij,Kusakari,Senior Staff,52443,9999-01-01
62743,Shin,Veeraraghavan,Senior Engineer,40000,9999-01-01
62750,Achilleas,Lemarechal,Senior Staff,78766,9999-01-01
62758,Xiong,Kornatzky,Senior Engineer,61104,9999-01-01
62774,Jeanna,Schlenzig,Senior Staff,69335,9999-01-01
62781,Marek,Pietrzykowski,Senior Engineer,56682,9999-01-01
62793,Beshir,Klerer,Senior Engineer,46484,9999-01-01
62799,Gretta,Murtagh,Senior Staff,40000,9999-01-01
62804,Emran,Bahr,Engineer,57104,9999-01-01
62811,Gadiel,Pettey,Senior Engineer,57524,9999-01-01
62812,Chaosheng,Zyda,Senior Engineer,54728,9999-01-01
62821,Tomokazu,Munke,Senior Engineer,52251,9999-01-01
62836,Alagu,Ozeri,Senior Engineer,65552,9999-01-01
62841,Xiaoheng,Cesareni,Senior Staff,43806,9999-01-01
62846,Menkae,Walston,Senior Engineer,40000,9999-01-01
62847,Candido,Rijsenbrij,Technique Leader,40000,9999-01-01
62857,Maia,Cummings,Senior Staff,62733,9999-01-01
62859,Bernt,Wolniewicz,Senior Engineer,48163,9999-01-01
62869,Syozo,Schieder,Senior Staff,40001,9999-01-01
62892,Gadiel,Muniz,Senior Staff,41613,9999-01-01
62900,Gio,Alencar,Senior Staff,42772,9999-01-01
62906,Alselm,McFarlin,Senior Staff,66882,9999-01-01
62909,Lenore,Rissland,Senior Staff,57809,9999-01-01
62913,Heekeun,Roisin,Senior Staff,40000,9999-01-01
62926,Lillian,Schoegge,Senior Engineer,40000,9999-01-01
62930,Fumiyo,Flanders,Senior Engineer,41842,9999-01-01
62941,Uta,Impagliazzo,Senior Engineer,46973,9999-01-01
62957,King,Plotkin,Senior Engineer,44278,9999-01-01
62958,Tomofumi,Magliocco,Assistant Engineer,40000,9999-01-01
62964,Duro,Schach,Senior Engineer,40000,9999-01-01
62970,Georgy,Speek,Senior Engineer,44840,9999-01-01
62982,Yannik,Penz,Senior Staff,40000,9999-01-01
62985,Juichirou,Lipner,Senior Staff,79861,9999-01-01
63017,Moni,Picel,Senior Engineer,40000,9999-01-01
63019,Fayez,Basawa,Senior Engineer,61483,9999-01-01
63021,Kamakshi,Yurov,Senior Engineer,40858,9999-01-01
63072,Bogdan,Siegrist,Senior Engineer,40000,9999-01-01
63076,Goetz,Veccia,Engineer,41569,9999-01-01
63077,Hyuncheol,Escriba,Senior Engineer,54381,9999-01-01
63086,Ibibia,Bratsberg,Senior Staff,40000,9999-01-01
63088,Aleksander,Chepyzhov,Senior Staff,63470,9999-01-01
63107,Yurii,Crelier,Senior Engineer,74824,9999-01-01
63112,Joydip,Swan,Senior Engineer,61721,9999-01-01
63114,Danny,Cheshire,Senior Staff,63059,9999-01-01
63128,Zhensheng,Gulak,Senior Staff,59072,9999-01-01
63136,Hitofumi,Thibadeau,Staff,67329,9999-01-01
63165,Vishwani,Khasidashvili,Senior Engineer,40000,9999-01-01
63166,Sanjai,Baak,Senior Staff,40000,9999-01-01
63209,Yakkov,Eiron,Senior Staff,40000,9999-01-01
63220,Subir,Swiler,Senior Engineer,49827,9999-01-01
63221,Feiyu,Zockler,Senior Engineer,50312,9999-01-01
63230,Mart,Vecchio,Senior Engineer,40790,9999-01-01
63232,Vidya,Reghbati,Staff,40000,9999-01-01
63236,Shan,Barinka,Senior Staff,70050,9999-01-01
63246,Zdislav,Waymire,Senior Engineer,59385,9999-01-01
63257,Elvis,Trogemann,Senior Staff,68034,9999-01-01
63269,Luerbio,Benzmuller,Senior Engineer,40000,9999-01-01
63288,Stella,Zolotykh,Senior Staff,46031,9999-01-01
63291,Subhrajyoti,Budinsky,Senior Staff,43466,9999-01-01
63305,Perry,Waymire,Senior Engineer,40000,9999-01-01
63307,Sugwoo,Herber,Senior Staff,54723,9999-01-01
63324,Pintsang,Leuchs,Senior Engineer,40000,9999-01-01
63326,Filipp,Perin,Senior Engineer,40000,9999-01-01
63329,Mart,Schaaf,Senior Staff,60910,9999-01-01
63331,Changho,Fadgyas,Engineer,65406,9999-01-01
63341,Akeno,Peck,Senior Staff,45035,9999-01-01
63343,Mark,Ananiadou,Senior Engineer,40000,9999-01-01
63349,Anestis,Comte,Senior Engineer,40000,9999-01-01
63356,Tua,Denos,Senior Staff,42229,9999-01-01
63363,Terresa,Brattka,Senior Engineer,40000,9999-01-01
63367,Hatim,Bondorf,Senior Engineer,54425,9999-01-01
63376,Kiyotoshi,Peir,Senior Staff,52426,9999-01-01
63399,Yonghoan,Azumi,Senior Engineer,59974,9999-01-01
63412,Domenick,Thisen,Technique Leader,40000,9999-01-01
63422,Mahendra,Gulak,Senior Engineer,40000,9999-01-01
63427,Takahito,Nooteboom,Senior Staff,67050,9999-01-01
63438,Gilbert,Herbst,Senior Staff,69910,9999-01-01
63442,Satyanarayana,Reghbati,Senior Engineer,40958,9999-01-01
63471,Filipp,Bael,Senior Engineer,40000,9999-01-01
63487,Adib,Badr,Senior Engineer,51806,9999-01-01
63495,Mabry,Kleiser,Senior Engineer,49286,9999-01-01
63497,Anneli,Griswold,Senior Staff,60815,9999-01-01
63501,Laurentiu,Cesareni,Engineer,40000,9999-01-01
63508,Radhia,Scharstein,Senior Engineer,40000,9999-01-01
63516,Toshimitsu,Steinauer,Senior Staff,94093,9999-01-01
63520,Duro,Kermarrec,Engineer,48354,9999-01-01
63525,Ult,Ginneken,Senior Engineer,45904,9999-01-01
63542,Michaela,Hanratty,Senior Engineer,49445,9999-01-01
63562,Dannz,Heiserman,Technique Leader,46283,9999-01-01
63568,Toshimitsu,Bondorf,Senior Engineer,58244,9999-01-01
63570,Randy,Sudkamp,Senior Engineer,71136,9999-01-01
63574,Insup,Leslie,Senior Engineer,40000,9999-01-01
63576,Cheong,Awdeh,Senior Staff,56223,9999-01-01
63588,Pintsang,Curless,Senior Staff,87462,9999-01-01
63600,Gudjon,Birsak,Senior Staff,46070,9999-01-01
63609,Martins,Lyonns,Senior Staff,49193,9999-01-01
63610,Gudjon,Rosiles,Senior Engineer,62180,9999-01-01
63612,Berto,Foote,Senior Engineer,50531,9999-01-01
63638,Adib,Chepyzhov,Senior Staff,40000,9999-01-01
63672,Fei,Munos,Engineer,40000,9999-01-01
63675,Kazuhira,Heijenga,Senior Engineer,40000,9999-01-01
63679,Amalendu,Beidas,Technique Leader,55496,9999-01-01
63681,Ferdinand,Zucker,Engineer,53904,9999-01-01
63688,Jouni,Spieker,Senior Staff,53142,9999-01-01
63693,Martien,Zultner,Senior Engineer,40000,9999-01-01
63707,Naftaly,Segond,Engineer,41679,9999-01-01
63728,Haldon,Steenbeek,Senior Engineer,40000,9999-01-01
63738,Yunming,Ohori,Senior Engineer,46383,9999-01-01
63740,Doohun,Lenart,Staff,40624,9999-01-01
63743,Shugo,Muntz,Senior Staff,55294,9999-01-01
63744,Shaw,Mitchem,Assistant Engineer,47300,9999-01-01
63778,Gio,Sudkamp,Engineer,40000,9999-01-01
63789,Urs,Sgarro,Staff,40000,9999-01-01
63801,Valdiodio,Roccetti,Senior Engineer,40928,9999-01-01
63836,Hitofumi,Petersohn,Senior Staff,93576,9999-01-01
63898,Theirry,Ducloy,Senior Engineer,40000,9999-01-01
63910,Rosalie,Mawatari,Senior Staff,40000,9999-01-01
63922,Jixiang,Gischer,Senior Staff,41263,9999-01-01
63934,Uinam,Hedayat,Senior Staff,51743,9999-01-01
63935,Tadanori,Deyuan,Senior Engineer,40000,9999-01-01
63984,Yongmao,Gerteisen,Senior Engineer,40000,9999-01-01
63987,Jingling,Hockney,Senior Engineer,40000,9999-01-01
63992,Yuping,Cools,Senior Staff,40000,9999-01-01
63997,Stafford,Rosti,Senior Engineer,56303,9999-01-01
64026,Sverrir,VanScheik,Staff,76415,9999-01-01
64043,Yurij,Luiz,Senior Staff,40000,9999-01-01
64052,Hyuckchul,Stroustrup,Senior Engineer,50377,9999-01-01
64054,Kaijung,Ratnakar,Senior Engineer,49538,9999-01-01
64084,Shao,Toyoshima,Engineer,47225,9999-01-01
64090,Uli,Gecseg,Senior Engineer,57737,9999-01-01
64093,Hyuckchul,Nishimukai,Senior Engineer,64988,9999-01-01
64106,Youjian,Krone,Senior Staff,62005,9999-01-01
64111,Godehard,Sherertz,Technique Leader,40000,9999-01-01
64119,Zorica,Brizzi,Engineer,46002,9999-01-01
64130,Yinghua,Merro,Senior Engineer,48261,9999-01-01
64136,Godehard,Lamba,Senior Engineer,60921,9999-01-01
64138,Yuqun,Fetvedt,Senior Staff,83342,9999-01-01
64147,Richard,Sevcikova,Engineer,40000,9999-01-01
64150,Noritoshi,Ghandeharizadeh,Senior Engineer,56353,9999-01-01
64151,Rasikan,Alameldin,Senior Engineer,58265,9999-01-01
64158,Yechiam,Fujisawa,Senior Staff,71989,9999-01-01
64179,Yongmin,Szemeredi,Senior Staff,56288,9999-01-01
64200,Khun,Bojadziev,Technique Leader,40000,9999-01-01
64226,Margo,Mersereau,Senior Staff,78875,9999-01-01
64240,Goncalo,Hoppenstand,Senior Staff,40000,9999-01-01
64241,Vojin,Gilg,Senior Engineer,40000,9999-01-01
64243,Moss,Maraist,Senior Engineer,42959,9999-01-01
64268,Masasuke,Qiwen,Senior Staff,56096,9999-01-01
64272,Roddy,Vesna,Senior Staff,74493,9999-01-01
64288,Gad,Siochi,Technique Leader,46775,9999-01-01
64290,Hirochika,Merro,Senior Staff,78273,9999-01-01
64298,Toshimori,Lupu,Senior Staff,40000,9999-01-01
64302,Huai,Sgarro,Senior Staff,56971,9999-01-01
64310,Khatoun,Kossowski,Senior Engineer,40000,9999-01-01
64313,Leucio,Schlegelmilch,Senior Engineer,59704,9999-01-01
64316,Bartek,Pesch,Senior Staff,40000,9999-01-01
64320,Khoa,Petereit,Senior Engineer,42729,9999-01-01
64335,Tristan,Thummel,Technique Leader,40449,9999-01-01
64344,Hyuncheol,Karnin,Senior Engineer,44886,9999-01-01
64359,Radhika,Farrar,Senior Staff,40000,9999-01-01
64377,Along,Couchot,Senior Engineer,40000,9999-01-01
64392,Amabile,Bernatsky,Senior Engineer,40000,9999-01-01
64398,Nectarios,Perna,Senior Staff,71024,9999-01-01
64400,Babette,Brendel,Senior Staff,40000,9999-01-01
64401,Kristin,Swiss,Senior Engineer,55668,9999-01-01
64450,Aran,Raney,Senior Engineer,60474,9999-01-01
64477,Boaz,Belinskaya,Engineer,40000,9999-01-01
64488,Jaana,Kandlur,Senior Engineer,54694,9999-01-01
64495,Bilhanan,Bazelow,Senior Staff,42062,9999-01-01
64503,Stafford,Kornatzky,Senior Engineer,62147,9999-01-01
64510,Sachio,Radwan,Senior Engineer,57060,9999-01-01
64519,Kerryn,Eickenmeyer,Senior Staff,73584,9999-01-01
64526,Masoud,Uehara,Staff,68260,9999-01-01
64535,Zongyan,Georgatos,Senior Staff,40407,9999-01-01
64536,Reinhold,Jiang,Staff,53303,9999-01-01
64556,Xiaopeng,Fritzsche,Senior Engineer,40000,9999-01-01
64572,Yinghua,Roccetti,Senior Engineer,40000,9999-01-01
64575,Pradeep,Sridhar,Senior Staff,70816,9999-01-01
64581,Shaunak,Reghbati,Senior Engineer,63907,9999-01-01
64593,Karsten,Kriebel,Senior Engineer,54338,9999-01-01
64598,Chrisa,Kavanagh,Technique Leader,65815,9999-01-01
64599,Trygve,Gubsky,Engineer,44662,9999-01-01
64616,Hitomi,Zirintsis,Senior Staff,49863,9999-01-01
64625,Geoff,Boissier,Senior Staff,43437,9999-01-01
64655,Jaideep,Nilsson,Senior Staff,54110,9999-01-01
64657,Jianhui,Duclos,Senior Engineer,60000,9999-01-01
64689,Bernice,Jakobus,Technique Leader,45524,9999-01-01
64690,Sanjeeva,Siochi,Engineer,53661,9999-01-01
64692,Bowen,Ermel,Senior Engineer,43722,9999-01-01
64703,Trygve,Fiebach,Senior Staff,47643,9999-01-01
64707,Brigham,Chachaty,Senior Staff,51361,9999-01-01
64728,Akhilish,Hedayat,Senior Engineer,43564,9999-01-01
64731,Fumino,Rosay,Senior Engineer,40000,9999-01-01
64753,Shahid,Swan,Senior Staff,40000,9999-01-01
64755,Mang,Shackel,Staff,59789,9999-01-01
64761,Dekang,Fujisaki,Technique Leader,48160,9999-01-01
64774,Marsal,Kroft,Staff,40000,9999-01-01
64782,Bluma,Sommer,Senior Engineer,42918,9999-01-01
64783,Willard,Ramsey,Senior Staff,61534,9999-01-01
64784,Charlene,Boreale,Senior Staff,40000,9999-01-01
64785,Zhigen,Miyakawa,Senior Staff,44638,9999-01-01
64794,Khun,Jiang,Senior Staff,57686,9999-01-01
64796,Xiadong,Auria,Senior Staff,66457,9999-01-01
64832,Boalin,Emmerich,Senior Engineer,66423,9999-01-01
64837,Mantis,Petereit,Technique Leader,58887,9999-01-01
64855,Elrique,Hiltgen,Engineer,50041,9999-01-01
64862,Mototsugu,Dulli,Senior Engineer,49360,9999-01-01
64872,Dayanand,Thibadeau,Senior Staff,40000,9999-01-01
64889,Emdad,Pauthner,Technique Leader,64245,9999-01-01
64893,Yoshimitsu,Billawala,Senior Staff,65346,9999-01-01
64904,Xiaocheng,Aloia,Senior Engineer,41045,9999-01-01
64916,Mohit,Hmelo,Senior Staff,65245,9999-01-01
64917,Mokhtar,Litecky,Senior Staff,40000,9999-01-01
64933,Kristin,Mungall,Senior Staff,68525,9999-01-01
64941,Angel,Hockney,Senior Staff,40000,9999-01-01
64955,Mariusz,Karner,Senior Engineer,49158,9999-01-01
64960,Chinho,Gonthier,Technique Leader,63785,9999-01-01
64969,Jasminko,Kawashima,Senior Engineer,40000,9999-01-01
64974,Lijia,Penn,Senior Engineer,40000,9999-01-01
64991,Nirmal,Legleitner,Senior Staff,40000,9999-01-01
65001,Jongsuk,Hardjono,Technique Leader,52698,9999-01-01
65004,Guttorm,Tiemann,Senior Staff,40000,9999-01-01
65014,Geoffry,Narahara,Technique Leader,58200,9999-01-01
65028,Yifei,Businaro,Senior Staff,89389,9999-01-01
65029,Theirry,Kaltofen,Senior Engineer,40000,9999-01-01
65045,Abdelkader,Koshiba,Senior Engineer,44054,9999-01-01
65049,Keung,Kropf,Senior Staff,57706,9999-01-01
65056,Masako,Haldar,Senior Engineer,49893,9999-01-01
65061,Shushma,Flowers,Technique Leader,40000,9999-01-01
65084,Aksel,Bhattacharjee,Senior Staff,40000,9999-01-01
65097,Yinlin,Meszaros,Senior Staff,79554,9999-01-01
65102,Souichi,Delgrange,Senior Staff,40000,9999-01-01
65106,Nadjib,Hartvigsen,Senior Engineer,40000,9999-01-01
65108,Hirochika,Lunn,Engineer,40000,9999-01-01
65113,Arif,Brender,Senior Staff,52175,9999-01-01
65131,Shakhar,Akiyama,Senior Staff,101208,9999-01-01
65136,Terresa,Undy,Senior Staff,60130,9999-01-01
65144,Nectarios,Deyuan,Senior Staff,63968,9999-01-01
65162,Marko,Peot,Assistant Engineer,40000,9999-01-01
65167,Torsten,Borovoy,Assistant Engineer,65330,9999-01-01
65173,Karlis,Binkley,Senior Staff,75674,9999-01-01
65199,Ipke,Spataro,Senior Staff,78239,9999-01-01
65215,Joydip,Garnham,Staff,57902,9999-01-01
65216,Masato,Leuchs,Senior Engineer,40000,9999-01-01
65217,Magdalena,Leijenhorst,Senior Engineer,41061,9999-01-01
65222,Wilmer,Zaumen,Staff,69503,9999-01-01
65240,Sakthirel,Kabayashi,Senior Engineer,40000,9999-01-01
65243,Xiaoheng,Chinen,Engineer,55547,9999-01-01
65248,Shrikanth,Felcyn,Senior Engineer,40000,9999-01-01
65259,Kazuhide,Luef,Senior Engineer,40000,9999-01-01
65280,Arun,Aloia,Senior Engineer,79785,9999-01-01
65290,Sanjay,Wielonsky,Engineer,60156,9999-01-01
65308,Jouni,Pocchiola,Senior Staff,40000,9999-01-01
65311,Terresa,Assaf,Senior Staff,58664,9999-01-01
65316,Aimee,Papastamatiou,Senior Engineer,40000,9999-01-01
65358,Kshitij,Cooley,Assistant Engineer,40000,9999-01-01
65366,Bartek,Lindenbaum,Senior Engineer,40000,9999-01-01
65367,Weiwu,Heyers,Senior Engineer,54705,9999-01-01
65368,Dung,Ladret,Senior Engineer,40000,9999-01-01
65372,Amalendu,Lenart,Senior Engineer,72587,9999-01-01
65387,Nathalie,Muchinsky,Senior Engineer,40537,9999-01-01
65390,Dayanand,Bail,Engineer,46759,9999-01-01
65392,Poorav,Aseltine,Senior Staff,68719,9999-01-01
65393,Shietung,Lubachevsky,Senior Staff,40000,9999-01-01
65394,Jacqueline,Lamma,Senior Staff,80932,9999-01-01
65417,Toney,Karnin,Senior Engineer,40000,9999-01-01
65428,Herbert,Luby,Senior Staff,82991,9999-01-01
65431,Emdad,Streit,Senior Engineer,58976,9999-01-01
65443,Sreekrishna,Bresenham,Senior Staff,40000,9999-01-01
65448,Menkae,Benzaken,Staff,80004,9999-01-01
65449,Vasiliy,Steenbeek,Senior Staff,54114,9999-01-01
65458,Dmitri,Domenig,Senior Staff,53712,9999-01-01
65466,Mona,Lagarias,Engineer,49422,9999-01-01
65467,Jeane,Perng,Senior Staff,63543,9999-01-01
65486,Arch,Cincotta,Senior Engineer,40000,9999-01-01
65487,Shalesh,Cools,Senior Staff,54436,9999-01-01
65490,Xiaobin,Wixon,Senior Engineer,52904,9999-01-01
65493,Zeydy,Cummings,Senior Staff,57217,9999-01-01
65494,Khoa,Yoshizawa,Senior Staff,54472,9999-01-01
65498,Rildo,Garrabrants,Senior Staff,54401,9999-01-01
65502,Weiru,Junot,Senior Engineer,40000,9999-01-01
65506,Guozhong,Khalil,Senior Engineer,49945,9999-01-01
65510,Valeska,Brodie,Senior Engineer,52862,9999-01-01
65513,Huican,Fandrianto,Senior Staff,40000,9999-01-01
65515,Phillip,Teitelbaum,Staff,58807,9999-01-01
65517,Visit,Ducloy,Senior Engineer,40000,9999-01-01
65533,Monique,Mawatari,Senior Engineer,40000,9999-01-01
65538,Moheb,Plesums,Technique Leader,40000,9999-01-01
65543,Mahmut,Verhoeff,Technique Leader,40000,9999-01-01
65551,Zhenhua,Nittel,Senior Staff,40000,9999-01-01
65559,Feipei,Nishimukai,Senior Staff,65401,9999-01-01
65568,Mark,Ventosa,Senior Engineer,44039,9999-01-01
65569,Sachio,Picci,Senior Staff,53205,9999-01-01
65572,Hironoby,Bernardeschi,Senior Engineer,43575,9999-01-01
65579,Adit,Orsini,Senior Staff,55323,9999-01-01
65591,Apostol,Riesenhuber,Senior Staff,75201,9999-01-01
65594,Dietrich,Sadowski,Senior Engineer,40000,9999-01-01
65595,Kasidit,Fujisaki,Senior Engineer,51388,9999-01-01
65599,Gen,Sethi,Senior Staff,61010,9999-01-01
65605,Howell,Matzen,Senior Engineer,44011,9999-01-01
65611,Kwangho,Danecki,Senior Engineer,50031,9999-01-01
65612,Somnath,Senzako,Senior Engineer,49017,9999-01-01
65619,Kazuhira,Rosch,Senior Engineer,40705,9999-01-01
65641,Vishu,Winter,Senior Engineer,40000,9999-01-01
65657,Arno,Seiwald,Senior Staff,74120,9999-01-01
65663,Rafael,Leppanen,Senior Engineer,50166,9999-01-01
65669,Rafail,Muhlberg,Engineer,51364,9999-01-01
65674,Cathie,Sadowski,Senior Staff,64477,9999-01-01
65702,Kristian,Nergos,Senior Engineer,40000,9999-01-01
65706,Troy,Munck,Senior Engineer,40000,9999-01-01
65711,Sarita,Kalloufi,Engineer,46032,9999-01-01
65715,Nevin,Gniady,Senior Engineer,47221,9999-01-01
65721,Marjo,Snedden,Senior Staff,56679,9999-01-01
65727,Matt,Ranst,Senior Engineer,50282,9999-01-01
65738,Ramachenga,Marrakchi,Senior Staff,40000,9999-01-01
65746,Xiaoshan,Chiola,Senior Engineer,72739,9999-01-01
65748,Masoud,Gimarc,Staff,46636,9999-01-01
65752,Pasqua,Schreiter,Senior Engineer,43286,9999-01-01
65760,Chenxi,Morrey,Senior Engineer,49196,9999-01-01
65791,Elvia,Raczkowsky,Senior Engineer,40000,9999-01-01
65793,Serenella,Cummings,Senior Staff,49418,9999-01-01
65801,Arif,Munch,Senior Engineer,40000,9999-01-01
65803,Lijia,Michaeli,Senior Engineer,40000,9999-01-01
65804,Otilia,Driscoll,Senior Staff,40000,9999-01-01
65806,Divier,Ellozy,Senior Staff,40000,9999-01-01
65807,Guttorm,Ranze,Senior Engineer,46313,9999-01-01
65832,Anoosh,Lamba,Senior Staff,70859,9999-01-01
65834,Vidya,Marletta,Staff,40000,9999-01-01
65835,Arra,Beetstra,Senior Staff,85629,9999-01-01
65840,Sreekrishna,Magalhaes,Senior Engineer,43394,9999-01-01
65842,Lubomir,Paludetto,Engineer,67655,9999-01-01
65858,Martins,Awdeh,Senior Engineer,40189,9999-01-01
65868,Guoxiang,Cools,Senior Engineer,51306,9999-01-01
65869,Premsyl,Nittel,Senior Staff,45163,9999-01-01
65876,Yagil,Vieth,Senior Staff,74425,9999-01-01
65894,Yakkov,Haraldson,Senior Staff,99265,9999-01-01
65899,Anyuan,Ranta,Senior Engineer,49908,9999-01-01
65952,Debaprosad,Vesna,Senior Engineer,72706,9999-01-01
65958,Heon,Bierman,Senior Staff,60448,9999-01-01
65966,Jessie,Macedo,Senior Staff,93229,9999-01-01
65974,Fayez,Schicker,Senior Staff,64809,9999-01-01
65978,Fay,Chaudhuri,Senior Staff,49877,9999-01-01
65981,Jayson,Bharadwaj,Engineer,40000,9999-01-01
66019,Surveyors,Rosis,Technique Leader,56619,9999-01-01
66039,JoAnna,Georgatos,Staff,75671,9999-01-01
66062,Zita,Ranta,Senior Staff,55543,9999-01-01
66067,Aruna,Domenig,Senior Engineer,68695,9999-01-01
66073,Zhongwei,Marrevee,Senior Staff,54058,9999-01-01
66086,Sverrir,Salvesen,Senior Engineer,57240,9999-01-01
66120,Nobuyoshi,Pusterhofer,Senior Staff,50066,9999-01-01
66123,Jinxi,Comte,Senior Engineer,47981,9999-01-01
66126,Basil,Schneeberger,Senior Engineer,64596,9999-01-01
66131,Kasturi,Vuskovic,Senior Engineer,57171,9999-01-01
66145,Hironobu,Ashish,Senior Engineer,40000,9999-01-01
66159,Fuqing,Jervis,Senior Engineer,54699,9999-01-01
66170,Aksel,Ohori,Senior Engineer,81664,9999-01-01
66183,Ortrud,Frijda,Senior Engineer,40000,9999-01-01
66198,Seongbin,Edelhoff,Senior Staff,40000,9999-01-01
66202,Kolar,Giveon,Senior Engineer,51614,9999-01-01
66205,Yannik,Argence,Senior Staff,55476,9999-01-01
66217,Dmitry,Karner,Senior Staff,75004,9999-01-01
66218,Branimir,Gulak,Senior Staff,40000,9999-01-01
66223,Yakichi,Rattan,Senior Staff,43593,9999-01-01
66225,Mayumi,Stifter,Senior Staff,61054,9999-01-01
66226,Deniz,Baba,Senior Engineer,60584,9999-01-01
66229,Dannz,Mayerwieser,Senior Staff,75284,9999-01-01
66231,Chaosheng,Keohane,Senior Engineer,43199,9999-01-01
66247,Aleksandar,Mitina,Senior Engineer,40000,9999-01-01
66254,Ghassan,Mahnke,Senior Staff,69979,9999-01-01
66258,Sumant,Schonegge,Staff,40000,9999-01-01
66289,Taizo,Keohane,Senior Staff,75519,9999-01-01
66291,Tzu,Ouhyoung,Senior Engineer,47774,9999-01-01
66293,Jaewon,Stroustrup,Senior Staff,40000,9999-01-01
66296,Aloke,Iivonen,Senior Engineer,49732,9999-01-01
66314,Alagu,Sluis,Senior Staff,40000,9999-01-01
66336,Youjian,Sidje,Engineer,41301,9999-01-01
66351,Shir,Bierbaum,Senior Engineer,49817,9999-01-01
66356,Masato,Coorg,Staff,69641,9999-01-01
66361,Almudena,Boudaillier,Senior Staff,45648,9999-01-01
66364,Jaewon,Picco,Senior Engineer,54518,9999-01-01
66374,Gen,Thambidurai,Senior Staff,78924,9999-01-01
66376,Berhard,Antonisse,Senior Staff,53900,9999-01-01
66380,Sumant,Furudate,Senior Staff,40000,9999-01-01
66383,Herbert,Marsiglia,Senior Staff,40000,9999-01-01
66419,Przemyslawa,Perna,Senior Engineer,40000,9999-01-01
66425,Mats,Eppinger,Senior Engineer,57825,9999-01-01
66434,Martins,Mungall,Engineer,40000,9999-01-01
